time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
8127.256817	11.942575	3.408801	3.503453	145
8128.285905	12.088330	3.421506	3.533044	146
8129.293448	12.129625	3.415540	3.551305	147
8130.318871	12.006278	3.347591	3.586543	148
8131.331518	12.200843	3.401418	3.586987	149
8132.352133	12.053497	3.406288	3.538602	150
8133.369201	11.843987	3.402709	3.480753	151
8134.389607	11.832427	3.410677	3.469231	152
8135.405048	11.472677	3.352656	3.421966	153
8136.424022	11.595440	3.403832	3.406585	154
8137.440305	11.822871	3.424006	3.452935	155
8138.461026	11.850170	3.416141	3.468876	156
8139.477013	11.960787	3.392930	3.525209	157
8140.498503	11.769538	3.391132	3.470681	158
8141.514060	12.107995	3.358931	3.604717	159
8142.536456	12.016910	3.379591	3.555729	160
8143.549417	12.227700	3.409955	3.585884	161
8144.570732	12.100010	3.395213	3.563844	162
8145.585515	12.261162	3.424013	3.580933	163
8146.606173	12.210970	3.422093	3.568275	164
8147.619311	12.057988	3.366670	3.581577	165
8148.640034	12.220358	3.403570	3.590453	166
8149.655775	12.038754	3.374070	3.568021	167
8150.677540	12.220605	3.421554	3.571653	168
8151.693234	12.144193	3.387239	3.585278	169
8152.715822	12.052967	3.367256	3.579463	170
8153.727817	12.393938	3.415681	3.628541	171
8154.752533	12.303263	3.412654	3.605189	172
8155.762037	12.453637	3.371788	3.693482	173
8156.789597	12.554960	3.419700	3.671363	174
8157.794648	12.560252	3.417989	3.674749	175
8158.827532	12.639159	3.411164	3.705234	176
8159.830161	12.595688	3.409094	3.694731	177
8160.863808	12.377508	3.412609	3.626993	178
8161.864673	12.770918	3.375559	3.783349	179
8162.900352	12.280898	3.418660	3.592314	180
8163.901523	12.949316	3.398790	3.809978	181
8164.933567	12.162785	3.415504	3.561052	182
8165.940012	12.807312	3.420537	3.744241	183
8166.967942	12.120724	3.342722	3.626004	184
8167.977426	12.458258	3.375648	3.690627	185
8169.004671	11.961250	3.383491	3.535181	186
8170.013223	12.481447	3.418351	3.651307	187
8171.036141	12.400359	3.418260	3.627681	188
8172.057774	12.472354	3.410841	3.656681	189
8173.070910	12.293326	3.415009	3.599794	190
8174.084169	12.374538	3.416324	3.622179	191
8175.114403	12.550378	3.411225	3.679141	192
8176.119703	12.660743	3.416022	3.706283	193
8177.139937	12.623449	3.403982	3.708436	194
8178.154650	12.873044	3.418904	3.765255	195
