time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
2579.276749	3.335779	1.884616	1.770004	86
2580.309622	2.854744	1.876672	1.521174	87
2581.311491	3.004426	1.830399	1.641405	88
2582.345814	3.074800	1.879913	1.635608	89
2583.356830	3.153803	1.880891	1.676760	90
2584.377251	3.110073	1.840881	1.689448	91
2585.389833	3.333885	1.874786	1.778275	92
2586.406908	2.948636	1.835606	1.606356	93
2587.417595	3.273789	1.871774	1.749030	94
2588.439551	2.790260	1.873397	1.489412	95
2589.451323	3.174252	1.876821	1.691292	96
2590.486338	2.746664	1.877743	1.462748	97
2591.490107	3.152252	1.812426	1.739245	98
2592.528204	2.892260	1.881026	1.537597	99
2593.525284	3.327759	1.878325	1.771663	100
2594.561915	2.714880	1.880779	1.443488	101
2595.556443	3.264994	1.851751	1.763193	102
2596.595245	2.597218	1.877944	1.383011	103
2597.592614	3.246631	1.849632	1.755285	104
2598.628792	2.663691	1.870138	1.424329	105
2599.628466	3.233738	1.852686	1.745432	106
2600.662327	2.641677	1.822926	1.449141	107
2601.665910	3.095035	1.801513	1.718019	108
2602.696153	2.813123	1.880388	1.496033	109
2603.701116	3.238859	1.878968	1.723744	110
2604.727990	2.829191	1.882582	1.502825	111
2605.734470	3.052769	1.868904	1.633454	112
2606.760765	2.744905	1.890431	1.452000	113
2607.773989	3.021820	1.875739	1.611002	114
2608.795275	2.797287	1.858980	1.504743	115
2609.812438	3.154694	1.858261	1.697659	116
2610.835845	2.956586	1.865425	1.584940	117
2611.845111	3.159674	1.802046	1.753382	118
2612.873823	3.169659	1.884016	1.682395	119
2613.876595	3.265289	1.879415	1.737397	120
2614.913452	3.092878	1.869918	1.654018	121
2615.909128	3.330014	1.889444	1.762431	122
2616.946428	3.125623	1.885158	1.658017	123
2617.945104	3.587895	1.867528	1.921201	124
2618.979938	3.116952	1.884247	1.654217	125
2619.982292	3.575209	1.874216	1.907576	126
2621.016294	3.045324	1.870222	1.628322	127
2622.024035	3.508926	1.846974	1.899824	128
2623.049119	3.108136	1.879107	1.654049	129
2624.059055	3.538179	1.878025	1.883989	130
2625.077348	3.253391	1.858338	1.750699	131
2626.089545	3.592025	1.882423	1.908192	132
2627.110593	3.344719	1.865507	1.792928	133
2628.124316	3.544656	1.880311	1.885143	134
2629.147406	3.199415	1.862193	1.718090	135
2630.160118	3.332134	1.880778	1.771678	136
2631.186996	2.982019	1.867584	1.596725	137
2632.197261	3.243380	1.880000	1.725202	138
2633.222549	2.924179	1.817804	1.608633	139
2634.228606	3.198042	1.847119	1.731367	140
2635.255174	3.113485	1.879263	1.656758	141
2636.262051	3.291053	1.878990	1.751501	142
2637.290106	3.214070	1.848475	1.738768	143
2638.297275	3.482372	1.874714	1.857548	144
2639.326170	3.484407	1.875773	1.857585	145
2640.344072	3.517776	1.870348	1.880813	146
2641.361783	3.512561	1.853726	1.894865	147
2642.370345	3.559971	1.882593	1.890993	148
2643.400448	3.471304	1.877414	1.848981	149
2644.402839	3.542104	1.881527	1.882569	150
2645.422104	3.263156	1.860358	1.754048	151
2646.435683	3.482954	1.877854	1.854752	152
2647.458551	3.191526	1.880443	1.697221	153
2648.472366	3.441311	1.879632	1.830843	154
2649.499314	3.275170	1.879724	1.742367	155
2650.511722	3.650368	1.871042	1.950981	156
2651.542909	3.301035	1.878818	1.756974	157
2652.544601	3.702422	1.874226	1.975441	158
2653.577001	3.142172	1.881218	1.670286	159
2654.572077	3.656638	1.876300	1.948856	160
2655.611221	3.180516	1.869293	1.701454	161
2656.604158	3.574419	1.878181	1.903128	162
2657.646932	3.297075	1.833925	1.797824	163
2658.643927	3.528052	1.877358	1.879265	164
2659.683782	3.556168	1.836662	1.936213	165
2660.683680	3.527850	1.868514	1.888051	166
2661.714766	3.526620	1.868650	1.887255	167
2662.728756	3.586087	1.879512	1.907988	168
2663.745279	3.597298	1.882096	1.911325	169
2664.755933	3.614651	1.878089	1.924643	170
2665.776640	3.421763	1.832772	1.866988	171
2666.788449	3.656784	1.884052	1.940915	172
2667.809208	3.322275	1.811056	1.834440	173
2668.822554	3.624411	1.861210	1.947341	174
2669.844237	3.419018	1.881358	1.817314	175
2670.859219	3.650161	1.862000	1.960345	176
2671.882597	3.512404	1.871571	1.876715	177
2672.896256	3.729727	1.883653	1.980050	178
2673.918249	3.371395	1.820153	1.852259	179
2674.930759	3.743054	1.865655	2.006295	180
2675.954395	3.494820	1.862321	1.876593	181
2676.966348	3.850461	1.879849	2.048282	182
2677.988430	3.556328	1.868197	1.903615	183
2679.000677	3.886504	1.861607	2.087715	184
2680.022149	3.644852	1.870119	1.948995	185
2681.034910	3.876462	1.832448	2.115455	186
2682.058525	3.592880	1.863088	1.928454	187
2683.071769	3.844740	1.880076	2.044992	188
2684.095664	3.701925	1.874630	1.974749	189
2685.108031	3.809657	1.875905	2.030837	190
2686.134016	3.661334	1.832757	1.997720	191
2687.142560	3.804121	1.884311	2.018839	192
2688.170982	3.737772	1.873232	1.995360	193
2689.172771	3.861532	1.876262	2.058099	194
2690.204500	3.657817	1.876419	1.949360	195
2691.204069	4.015203	1.860069	2.158631	196
2692.238612	3.597257	1.880871	1.912549	197
2693.248777	4.147971	1.873086	2.214512	198
2694.276168	3.476300	1.844550	1.884633	199
2695.280113	4.048837	1.860932	2.175704	200
2696.312390	3.545761	1.877287	1.888769	201
2697.318204	4.092409	1.877344	2.179893	202
2698.345294	3.568380	1.875131	1.903003	203
2699.352846	4.041899	1.842892	2.193237	204
2700.375781	3.470871	1.812904	1.914537	205
2701.386873	4.051139	1.881441	2.153211	206
2702.409210	3.659796	1.872383	1.954619	207
2703.421870	4.001265	1.831129	2.185135	208
2704.443058	3.576330	1.822957	1.961829	209
2705.457483	4.044690	1.882183	2.148936	210
2706.478827	3.724894	1.860292	2.002317	211
